Mg25_ppm,P31_ppm,Sr88_ppm,Y89_ppm,Ba137_ppm,Pb208_ppm,U238_ppm,dft_mm,Age_cal_yr_bp
1386.021624,64.05060277,21.29377229,0.052439924,3.172182725,0.04,0.025,1.110339231,63759
1299.878977,61.10840119,17.52449283,0.019320814,2.261032001,0.568222825,0.270842749,1.130848714,63760
1316.684259,86.45403805,17.55513569,0.167078624,5.126381596,0.73235755,0.025,1.151358154,63762
1531.119221,127.7283195,30.04875318,0.427577548,8.56906062,1.079904133,0.073690592,1.171108154,63762
1657.906235,155.8653744,40.69480207,0.517580948,9.684168707,1.029501677,0.306241823,1.190858,63763
1621.180972,156.4370264,39.07398236,0.523779772,8.567053661,0.790076311,0.449802599,1.211367572,63765
1501.102395,128.7702195,32.98209246,0.465629924,6.341212855,0.686497659,0.325573778,1.231877077,63766
1370.359567,103.867909,30.53363606,0.40995653,5.158533119,0.322572559,0.089781758,1.251626923,63767
1272.787026,90.76973995,27.96148805,0.294139984,4.47116627,0.206813381,0.025,1.271376769,63767
1337.329527,77.87704982,26.43980921,0.14601057,3.507683068,0.110694598,0.096635363,1.291126769,63768
1530.642857,62.00578469,21.58982162,0.126060413,3.067699457,0.04,0.06660378,1.311636286,63770
1671.526529,55.19195869,24.43388625,0.112730539,2.546151852,0.07062725,0.078407262,1.332145692,63771
1837.143434,61.8259014,33.72001766,0.051840679,3.558712438,1.04355733,0.078175656,1.351895539,63772
2107.180734,73.2684167,43.48771891,0.005,0.403964326,0.04,0.118435921,1.371645539,63773
2331.502368,85.99369807,47.05203866,0.010903327,7.1935963,1.250981085,0.065684849,1.391395385,63773
2292.443995,80.31942325,42.84039,0.036507359,9.871804529,3.976132476,0.03926594,1.411145231,63774
1914.245202,65.13939609,34.06873717,0.061936699,9.871804529,3.976132476,0.524634152,1.431654857,63776
1494.608152,44.56828603,26.22035401,0.059043875,9.871804529,3.976132476,0.951553746,1.452164308,63777
1296.540397,30.61728539,22.89410377,0.032323522,6.939879042,1.215331558,0.856301034,1.471914154,63778
1331.757648,27.27011636,15.58521485,0.016228667,1.99138928,0.04,0.351459281,1.491664,63779
1556.852011,30.21602423,23.60217318,0.026910999,2.580499904,1.032437285,0.025,1.511414,63779
1720.28178,47.98565415,34.17242291,0.032335342,4.045058726,0.455541781,0.1439725,1.531163846,63780
1751.152827,74.13755635,40.88079601,0.027489546,3.005016653,0.36792384,0.236456299,1.550913692,63781
1740.418292,84.11819225,35.60107627,0.021783944,3.534483153,0.238352303,0.036319198,1.571423143,63783
1770.588905,98.44713093,26.01378282,0.01356955,3.196354834,0.381679169,0.286171446,1.591932769,63784
1803.498688,115.8944396,26.6779769,0.019167159,3.46605896,1.523534816,0.593048332,1.611682616,63785
1801.711919,136.8346313,30.49362154,0.042904053,10.61380027,2.738609527,0.804352534,1.631432462,63786
1728.21594,137.2751155,36.80129028,0.076542613,9.871804529,2.707105834,1.234743842,1.651182462,63787
1636.370149,118.1593275,30.67239798,0.080054997,9.871804529,1.774353401,1.205351056,1.670932308,63787
1586.225619,118.6147257,22.94084525,0.078582541,7.505420917,0.768830314,0.951611117,1.690682308,63788
1567.407246,119.2307475,17.02110963,0.094520466,1.27997667,0.284452339,0.29577248,1.710432154,63789
1580.497913,136.197629,19.86262542,0.125017656,3.32106177,0.307808557,0.025,1.730182,63790
1492.470957,172.7454416,19.17761283,0.15781522,3.981199913,1.398607094,0.147530971,1.750691571,63791
