Mg25_ppm,P31_ppm,Sr88_ppm,Y89_ppm,Ba137_ppm,Pb208_ppm,U238_ppm,dft_mm,Age_cal_yr_bp
1192.469119,62.36784531,19.08639153,0.305185239,7.802663006,0.04,0.405593252,27.1096696,65100
1179.271288,65.03084382,18.41699041,0.315016595,10.01701664,0.066396088,0.570759835,27.131366,65100
1142.648723,61.03907437,14.84105609,0.247335993,0.05,0.04,0.025,27.15378562,65102
1472.503776,6.79872156,15.75254297,0.005,9.871804529,0.04,0.025,27.17620507,65103
1552.552199,20.85636539,32.17044581,0.005,9.871804529,0.04,0.070916888,27.188499,65103
1164.289788,80.25237145,17.88601982,0.283198449,9.871804529,0.739966216,0.036362695,27.65207733,65124
1191.110295,75.15952388,20.55633814,0.331635862,9.871804529,0.729703127,0.049096932,27.66581812,65125
1166.262389,71.54222325,21.61675738,0.367437728,11.89636656,0.578709465,0.170506204,27.6882376,65126
1137.990483,73.44058798,21.59157624,0.422463331,12.46691202,1.278712828,0.358718362,27.71065725,65127
1091.911817,69.26475135,21.98431678,0.438539672,9.871804529,1.392573362,0.333233195,27.7330768,65128
1098.070492,62.8088538,22.30626295,0.388000745,12.33593347,0.451172486,0.13473455,27.75549625,65129
1123.699124,58.94323223,21.71590412,0.342227904,8.778398344,0.04,0.088853804,27.77791573,65130
1135.302587,62.50301861,22.82223693,0.416157399,7.543237285,0.326526614,0.198450682,27.80033525,65131
1122.350318,67.7094875,23.35187491,0.489113363,9.522800323,0.555638648,0.116807333,27.8227548,65131
1102.795273,63.30564147,23.42580193,0.437831218,7.820432009,0.454436513,0.070469579,27.84517425,65132
1061.420019,52.21695812,22.89386885,0.388729121,6.594606838,0.04,0.060108063,27.86759373,65133
1039.256265,59.25867381,22.91290933,0.439737936,7.934764031,0.04,0.075040567,27.89001337,65134
1047.023755,71.99987043,24.25398357,0.620189785,8.997167299,0.131629224,0.1056292,27.913156,65136
1077.959754,82.21721409,25.37102343,0.772072458,9.839806372,0.233933675,0.1382499,27.9355756,65137
1056.503944,76.56887084,24.91202282,0.738823184,9.81324491,0.309957578,0.112315804,27.957995,65137
986.0016859,68.04259445,22.76134181,0.514851494,8.209840966,0.12042467,0.13065846,27.98041453,65138
980.678173,61.69861953,23.49244224,0.385792948,6.953812474,0.249880069,0.258516318,28.002834,65139
989.0317117,65.31469347,25.25020491,0.374567009,7.022346029,0.586821678,0.278968723,28.02597675,65141
986.1737936,63.39301096,25.51843874,0.472393967,7.285751397,0.577954082,0.19730677,28.0483964,65141
948.2943166,63.83116783,25.73766914,0.595490696,7.466044271,0.11208788,0.159547137,28.07081587,65142
929.7944103,75.01964227,27.4330607,0.450025788,8.337190049,0.064306533,0.179594798,28.0939585,65144
916.5047043,76.31066235,27.55551122,0.308754781,8.41740336,0.164790324,0.08749292,28.116378,65144
927.8421328,71.57074466,26.78224119,0.447175941,7.751266675,0.204020593,0.175975358,28.13879762,65145
937.0157309,64.66692471,26.39702903,0.617248689,7.049245422,0.04,0.290290181,28.16194025,65147
946.4037361,82.98321538,24.81940659,0.499550981,7.091284519,0.04,0.238909974,28.18435973,65147
915.2270159,87.01274374,23.20081422,0.382580263,6.592088841,0.04,0.111963294,28.20677937,65148
862.776027,77.78777369,23.2567685,0.278922564,6.174801432,0.04,0.09883692,28.229922,65150
825.5460647,59.76944481,24.84955229,0.234167474,6.190221587,0.04,0.127559865,28.25306475,65151
861.3826835,72.14075363,24.61453228,0.466603082,6.76070376,0.505919723,0.117661643,28.27548427,65152
892.4703422,89.36780653,23.73751055,0.709547997,6.649857033,1.491843542,0.131242827,28.29790375,65152
866.6271572,85.53789767,24.71049841,0.573386575,6.337777577,1.260318415,0.113036845,28.32104637,65154
850.1094565,71.24830187,25.93754369,0.354898445,6.688777189,0.085416272,0.095909401,28.34418925,65155
873.5870301,70.42144897,25.83960578,0.407392418,6.840325248,0.04,0.130095116,28.3666088,65156
881.0048792,73.19367081,24.89202482,0.399090079,6.361462477,0.186170285,0.160380439,28.38902825,65156
847.8433865,65.08386388,24.17001778,0.304832437,6.314218224,0.095541807,0.128759383,28.41217087,65157
824.7901482,72.94360978,23.50859899,0.558144599,6.975283379,0.04,0.105226413,28.43531362,65159
838.6438386,83.08496529,22.9101298,0.811664951,7.207959746,0.04,0.095941003,28.45845637,65160
873.2337933,87.98830008,22.36764465,0.702182364,6.870341466,0.268919229,0.145628916,28.48087587,65160
911.0700302,90.9497873,22.1453461,0.539626417,6.332684453,0.16202644,0.203937974,28.5032955,65161
957.5600946,95.09557393,22.03719061,0.655847947,6.213239845,0.356450141,0.537590199,28.52643812,65162
989.6059596,92.25985842,21.49754278,0.701146417,6.42334942,0.366270275,0.560282487,28.54958075,65163
1026.334013,107.4795531,23.37444557,0.742749798,9.394721597,0.604370603,0.301414797,28.57272362,65165
1101.996991,110.0045551,24.16365889,0.830648455,11.17820584,0.472254361,0.176713075,28.59586625,65166
1155.791582,98.37435037,22.59383178,0.976989883,9.739043936,0.469365213,0.328799309,28.619009,65167
1123.05258,82.94998655,20.43958955,1.072571944,6.956986516,0.111992489,0.247449858,28.64215175,65168
1073.048176,85.38042362,20.45251258,1.108476901,6.717283589,0.124925815,0.164145888,28.6645712,65169
1083.84923,77.16768556,19.61331898,0.781098607,6.121327495,0.04,0.091439769,28.68699075,65169
1150.418707,82.82336491,19.59744287,0.419769486,6.172131265,0.04,0.058399828,28.7101335,65170
1145.407806,86.23998888,20.05202688,0.518480312,6.277800576,0.04,0.042491948,28.73327612,65171
1065.817936,84.36696121,20.81067395,1.034887254,6.608724918,0.08898937,0.127669393,28.75641887,65172
1002.641131,77.27950439,20.57137705,1.129907582,6.419740593,0.04,0.183752141,28.77956162,65173
1030.021857,79.42795912,20.28569754,0.765737756,5.742342678,0.168653479,0.152646627,28.80270437,65174
798.762796,74.96730205,20.17748532,0.606736526,5.770576616,0.42283334,0.025,28.82584712,65175
1658.733271,80.33680615,21.61670075,0.557958064,6.802620889,0.318590663,0.388907249,28.84898975,65176
2163.134459,92.2813353,22.05631066,0.564650198,6.934214161,0.04,0.640986699,28.87213237,65177
1706.977502,93.46884138,21.52251472,0.502095569,6.979992961,0.04,0.408792135,28.89527525,65178
966.7539963,78.05554231,20.75658202,0.330888939,6.386173058,0.04,0.025,28.918418,65179
1246.290113,64.73453915,20.13060365,0.082167311,5.615359945,0.04,0.025,28.94156062,65180
1181.108517,72.13623791,21.12474015,0.131032827,5.770962671,0.055388215,0.196046566,28.9647035,65181
1106.6546,98.29643147,23.30409187,0.292671182,7.052667054,0.580147128,0.509490519,28.987846,65182
1069.929822,103.5686534,23.49532774,0.273038386,6.51512747,0.697990334,0.502241892,29.01098875,65183
1017.173207,83.22161293,21.1150305,0.189161512,6.325112854,0.241870831,0.153612919,29.03413162,65184
990.0696228,66.41978329,20.65543626,0.136434801,7.003276038,0.085277432,0.060097493,29.05727425,65185
993.7215275,75.55790336,22.84568895,0.184932885,7.137942648,0.201385172,0.227846225,29.08114024,65186
1005.634747,85.38951935,25.65637058,0.249676619,6.334189726,0.750184175,0.358587089,29.10500612,65188
1020.136643,93.3328776,25.65283545,0.308368887,6.651733437,0.988996564,0.417538718,29.12814887,65189
1065.4793,97.224903,24.31971868,0.243494997,7.641231139,0.443857583,0.512789842,29.15129162,65190
1104.169615,81.43845499,24.79534206,0.127090379,7.975860849,0.465500927,0.407395727,29.17443425,65190
1100.264843,53.70207949,26.15173102,0.060570497,7.867172334,1.280424525,0.176901676,29.197577,65191
1038.679063,42.91209501,27.06474509,0.061355347,6.532702693,1.275516837,0.113975745,29.22071975,65192
988.5640568,53.70072847,26.6157355,0.075841808,8.869621535,0.247167446,0.248506143,29.24458565,65194
963.8157496,60.93836191,26.41344429,0.070678317,10.67936876,0.853311014,0.247703131,29.26845162,65195
961.4814797,63.74637099,27.85532405,0.076384735,9.878965672,1.841265081,0.230130187,29.29159437,65196
960.9731789,55.72801699,28.80502646,0.06240717,6.052336848,1.07540699,0.177632595,29.314737,65196
991.8556135,44.49313887,28.112825,0.048907262,6.664930384,0.04,0.123974338,29.33787975,65197
1009.912087,46.72698519,26.91043076,0.048427617,8.900159256,0.087108832,0.13523162,29.36174565,65198
947.4710461,57.06038506,27.23566379,0.063729301,9.083392438,0.892726137,0.197176406,29.38561162,65200
960.9544594,59.50875207,26.36610848,0.068280938,7.643923815,0.951668841,0.102437574,29.40875437,65201
1019.994934,55.21459737,25.41251642,0.079847932,7.351252355,0.453101706,0.316390407,29.43189712,65201
1071.901593,61.9888408,23.95457948,0.047859628,7.558398844,0.04,0.42591779,29.45576294,65202
1082.145961,77.32966365,24.62821882,0.042258569,7.325972315,0.261953364,0.319867781,29.47962887,65204
1117.070145,71.97696386,25.67997568,0.101988855,7.328837282,0.097817617,0.104861101,29.50277162,65204
1053.419362,53.95081505,25.57775218,0.146315476,7.316629709,0.04,0.13118526,29.52663753,65206
983.5705723,47.1821837,24.17675616,0.101478032,7.166587473,0.04,0.051015291,29.55050362,65207
955.0773509,51.0028588,25.10908311,0.064228171,7.248994849,0.04,0.071221932,29.57364625,65207
976.2230193,50.42182219,27.23636337,0.047281979,7.615415299,0.661865205,0.098226137,29.59751212,65209
909.4528649,44.55151515,27.41108883,0.020188992,7.541759548,0.505961256,0.0458147,29.621378,65210
819.9315636,45.00807782,28.84734955,0.009755929,7.579235475,0.04,0.101999408,29.64452075,65210
813.4660544,49.71507016,31.65269165,0.05074106,8.324544688,0.04,0.279718522,29.66838682,65212
850.9464967,52.75803072,30.53062649,0.083337323,8.24983434,0.04,0.28792931,29.69225262,65213
859.5405449,48.80463304,26.3249338,0.076430454,7.52936151,0.04,0.119145957,29.7153955,65213
882.189543,43.71208788,25.91244415,0.037669183,7.256713807,0.04,0.074988437,29.73926118,65214
880.1622738,38.20091633,26.74243993,0.027309097,7.206295833,0.04,0.212078218,29.76312725,65215
812.875721,46.92692636,25.09206096,0.080314978,7.273351878,0.04,0.202709161,29.78699318,65216
774.8479034,56.57752723,23.88448825,0.143884536,7.558694543,0.04,0.085800703,29.81085912,65217
824.7967315,50.82780967,26.81410125,0.110145728,7.646067542,0.04,0.030085599,29.83472506,65219
863.766175,43.18982583,29.97109099,0.032495218,8.105629299,0.04,0.082607589,29.858591,65220
824.6266381,41.91898883,29.22530303,0.011826821,8.386333324,0.04,0.144977608,29.88245682,65221
761.9894312,43.84125893,26.44160453,0.046113956,7.35519774,0.04,0.15009483,29.90632275,65222
759.371967,55.58206337,24.61694137,0.123521981,7.671205222,0.04,0.086660536,29.93018882,65223
801.9669781,64.04983609,23.93447123,0.168716975,8.443294149,0.04,0.093789294,29.95405462,65224
919.8493704,56.6324711,25.28782311,0.130956951,8.558499467,0.04,0.221566769,29.97792071,65225
978.3264118,47.9419865,26.6073794,0.119316458,8.968610973,0.04,0.31735285,30.0017865,65225
908.5444461,55.78591774,25.39916257,0.227078956,8.915729088,0.04,0.333179838,30.02565247,65226
844.5943616,57.88711747,23.32157873,0.343863756,7.129382085,0.04,0.173331343,30.04951837,65227
945.3774419,61.96166973,23.95331634,0.327334637,7.483092022,0.481351331,0.254099931,30.07338435,65228
985.7217355,77.16716219,25.93935461,0.26084176,9.104032525,1.204386541,0.398231844,30.09797341,65230
956.3869623,87.37523631,25.93943354,0.22072815,9.625507048,0.984786776,0.362996032,30.1218395,65231
1009.832694,75.68912513,25.68596804,0.194064141,8.750266695,0.080400373,0.131135583,30.14570529,65231
1050.190052,72.33719782,24.23085808,0.18047033,8.338201244,0.04,0.103455891,30.17029459,65233
979.7419276,69.88033385,23.69659236,0.236342484,7.567106466,0.04,0.074313577,30.19416037,65234
955.3654712,63.93970717,23.18992971,0.232745528,6.840362316,0.04,0.059761567,30.21802635,65235
990.3075696,62.42124933,21.93702816,0.199635938,5.977971215,0.04,0.061118683,30.24261541,65236
979.9809436,67.56552023,19.15170907,0.188879066,6.040691291,0.04,0.070555649,30.2664815,65237
1026.716146,65.43992057,18.60163276,0.163436818,5.780945879,0.04,0.055865888,30.29034729,65237
1100.121291,68.83521063,19.58099673,0.145385767,5.349452457,0.04,0.055147007,30.31493659,65239
1134.171437,74.35912768,20.25627504,0.165861091,5.296048881,0.201873844,0.105314349,30.33880237,65240
